Date,Time,Close
15/06/2021,1:45:00 PM,4240
15/06/2021,2:00:00 PM,4238
15/06/2021,2:15:00 PM,4236.5
15/06/2021,2:30:00 PM,4237.75
15/06/2021,2:45:00 PM,4237.5
15/06/2021,3:00:00 PM,4237.25
15/06/2021,3:30:00 PM,4238.25
15/06/2021,3:45:00 PM,4237.5
16/06/2021,9:30:00 AM,4234.5
16/06/2021,9:45:00 AM,4234.75
16/06/2021,10:00:00 AM,4236.25
16/06/2021,10:15:00 AM,4237.75
16/06/2021,10:30:00 AM,4235.5
16/06/2021,10:45:00 AM,4235
16/06/2021,11:00:00 AM,4230
16/06/2021,11:15:00 AM,4227.5
16/06/2021,11:30:00 AM,4227.25
16/06/2021,11:45:00 AM,4227.75
16/06/2021,12:00:00 PM,4228.25
16/06/2021,12:15:00 PM,4223.5
16/06/2021,12:30:00 PM,4224.5
16/06/2021,12:45:00 PM,4223.75
16/06/2021,1:00:00 PM,4206.75
16/06/2021,1:15:00 PM,4207.5
16/06/2021,1:30:00 PM,4192.5
16/06/2021,1:45:00 PM,4208.75
16/06/2021,2:00:00 PM,4220.5
16/06/2021,2:15:00 PM,4221.5
16/06/2021,2:30:00 PM,4220
16/06/2021,2:45:00 PM,4213.75
16/06/2021,3:00:00 PM,4213.25
16/06/2021,3:30:00 PM,4206.75
16/06/2021,3:45:00 PM,4202.5
17/06/2021,9:30:00 AM,4219.5
17/06/2021,9:45:00 AM,4211
17/06/2021,10:00:00 AM,4206.25
17/06/2021,10:15:00 AM,4213
17/06/2021,10:30:00 AM,4216.25
17/06/2021,10:45:00 AM,4205.25
17/06/2021,11:00:00 AM,4204
17/06/2021,11:15:00 AM,4188.75
17/06/2021,11:30:00 AM,4197.25
17/06/2021,11:45:00 AM,4203.5
17/06/2021,12:00:00 PM,4210.75
17/06/2021,12:15:00 PM,4214.75
17/06/2021,12:30:00 PM,4217.25
17/06/2021,12:45:00 PM,4214.25
17/06/2021,1:00:00 PM,4214.25
17/06/2021,1:15:00 PM,4214.75
17/06/2021,1:30:00 PM,4212.75
17/06/2021,1:45:00 PM,4210.5
17/06/2021,2:00:00 PM,4219.75
17/06/2021,2:15:00 PM,4218.25
17/06/2021,2:30:00 PM,4219.25
17/06/2021,2:45:00 PM,4212.5
17/06/2021,3:00:00 PM,4213.25
17/06/2021,3:30:00 PM,4215
17/06/2021,3:45:00 PM,4215.5
18/06/2021,9:30:00 AM,4172.75
18/06/2021,9:45:00 AM,4167.25
18/06/2021,10:00:00 AM,4162.75
18/06/2021,10:15:00 AM,4161.75
18/06/2021,10:30:00 AM,4170.5
18/06/2021,10:45:00 AM,4172.75
18/06/2021,11:00:00 AM,4175.75
18/06/2021,11:15:00 AM,4178
18/06/2021,11:30:00 AM,4171.25
18/06/2021,11:45:00 AM,4172.25
